o:resource_template,o:resource_class,dcterms:title,edm:hasView,edm:isShownBy,bibo:pageStart,content,dcterms:identifier,dcterms:isPartOf,first_hpos,first_vpos,first_width,first_height,last_hpos,last_vpos,last_width,last_height,cv,IIIF_id,language,status,pid
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0104,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0104.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=103&xywh=-1391%2C0%2C10494%2C4670,104,"AdeMaiorem Deu
Duparx que Virgiuis larie 
Honorem & Bloriam 
Anno Donini 1733
&6",,75864,,,,,1858,966,155,154,103,https://museumstichting.resourcespace.com/iiif/image/49609,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mqc05
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0105,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0105.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=104&xywh=-1391%2C0%2C10494%2C4670,105,"que j'ay Envoyez mes procurations pour recevoir mes dividents et 
interets de la comp. du sud & annoities a une auta personne, avec
qui ie fais d'autres negoces vous estant cependant infinement oblige
pour le bon soin & ceactitude, que vous avez eu pour mes interets
& ou ie vous puis rendre service en eschange en ces quartiers 
ie vous prie de me comander, & suis Caprez vous avoir souhaite
en cette nouvelle anne toutes sortes de prosperitees & benedictiens
du ciel que vous pouriez desirer, toes pincerement ",,75864,,,,,3459,952,1977,187,104,https://museumstichting.resourcespace.com/iiif/image/49610,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mkkx0
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0107,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0107.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=106&xywh=-1391%2C0%2C10494%2C4670,107,"sont pas a trouver ainsij que ie ne scay que faire si ie n'en trouve
pas dicy en quelques jours, mandez moy, ce quil faut faire
positivement 
a linstant ie recois vre seconde lettre ou vous me marque de faire
compter largent a mons. Jean de Cleves ce bruxelles qui m'est asse
comue & a me connoit aussij c'est un fort brave homme & de bonne 
confience, vous pouriez luy ordonner de tirer sur moy, ce que ie
vous dois ou bien su vous voulez m'ordonner que d'envoye
mon valet p la diligence a bruxelles avec largent, pour rendre
au dit s: de clever le risque & frais pour vre compte, ie me
fierois moy mesme en las de necessite plustot sur mon valet
que sur les messagiers & En attendant vre responce a la
reception de cette, ie suis avec les compliments ordinaires
P. J'ay trouve aprez cette escrite encor une lettre de change
a de ƒ600:- qui doit estre paye le 6 courant, que ie vous
envoye cy ioint estant a l charge de mons. Joseph mesquelier
a basteler& negotie au pairr dont il vous plaira procurer 
le requis & m'es crediter",,75864,,,,,963,2059,936,159,106,https://museumstichting.resourcespace.com/iiif/image/49612,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mfttt
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0108,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0108.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=107&xywh=-1391%2C0%2C10494%2C4670,108,"voudrois vous remettre la moitie de la somme y mentione sur
quoy j'ay l'honneur de vous dire, que ie n'ay peu satisfaire
a vre demande jusqua presant, cependant j'ay trouve deux
petites lettres, l'une de ƒ653:5 de change a vue p caisse
a la charge de anthonins van den dalle & l'autre de £43:11 ƒt
de change a vie sur augusten du mons a bruxelles que ie
vous envoje cy joint endosse a vre ordre, vous priant d'en
procurer le requis, & les passer a compte de madame la buive
theodor Van Zelle ie ferray mon d'evoir pour vous envoyer
le restant, de la montie de la somme esperant que vous
trouveray l'occasion pour tirer sur moy l'autre moitie
& En cette attent, j'ay l'honneur d'estre tres parfaittement",,75864,,,,,978,1536,2231,194,107,https://museumstichting.resourcespace.com/iiif/image/49613,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_mb5mw
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0109,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0109.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=108&xywh=-1391%2C0%2C10494%2C4670,109," Jacobusa Annboreren e
Contray nlestre airesse a Lille a 
mait Dacremerrare du palceno",,75864,,,,,984,3072,1466,199,108,https://museumstichting.resourcespace.com/iiif/image/49614,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_m6djq
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0111,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0111.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=110&xywh=-1391%2C0%2C10494%2C4670,111,"daer noch iets voorders sal te becomen sijn, met den tweeden
become advies dat ue ontfanghen hadde mijne twee procuratien 
om mijne renten op de tuy  comp. & annuities te in casseren
bij ue laeste sien met groote verwonderinge dat uk seght op 28 meij
I.B. sal in comen 2 E van mijne £937:10 suyskel anindities 
vervallen 25 maert laest terwijlen ue: moet ontfanghen den 
intrest van £1000:- capitael luyfzne auuitiels  voor de 
syn vervallen 25 maert 733 £ 20 im plaette dan £18:1513
gelieft reflesxie te masken op mijn brief van 14 janu. pass
waer bij aen ue de voorgemelde procuratien toegesonden hebt
als mede de motitie wat ue moeste ontfanghen te weeten
voor mijne suytsee annuities in Capitael £7000:- waer van het
laeste betaelt was ver 29 sber 732. soo dat ue: moeste ontfangen
de m verschenen 25 maert 733.8.3 derhalven dont £20:- in
plaetse dan £18:15 s
het is te noteren dat de directeurs van de suytzie anuities op hu
Cepitael gequeten hebben N. 1731: 65t, als wanneer aen dhs
sawel swinsen onder wie mijne intresta voorts desen waeren
op 28 gber 1731 tregesonden hebbe mijne quitantie tot het ontfange
van de 6 8 beloopen £60:- ende hebbe ter selver tijdt hem
geordonneert de £60:- wederom in te coopen, om de £1000:-
amisties ompleet te hebben, twelck hij geexecutert heeft gehae
in gevolge sijn brief van 17 xber 1731. ende sijne ter selver tijdt
gesondene rek courant derhalven twijfele niet oft ul sal mij
gecrediteert vinden op de boecken van ditto amuetdes voor £1000
Capitael ingevalle van contrarie, gelieft voors heere sanwel
swinten daer over te spreken & hem te seggen, dat hij gelieve de
in gekoghte £601 op mijn name te laeten stellen, & aen ue
den intrest van ditto £60 te betaelen sedert 29 sber 1732 tot
25 mars 1733 niet geloovende dat hij daer iets tegens can oft sa
seggen, want ben aen hem niets schuldigh sijnde sijne rek.
gesloten & gesaldeert in ser 1732 als wanner hij mij in de selve
noch heeft goedt gedaen november 29 de u luytse annuitier
ven 29 sber 1732 van £1000:-  £20: tt ue naeright
gelieft mij cito mogelijck te laeten weeten, hoe dese affaires
gelegen sijn, om in gevalle van eenigh onheyl, aen dhe janwel
swinsen voors daer over te schrijven, voorders soo hebbe ul
gedibiteert voor de 2b van mijne £937:10 ƒ suytk ie 
9
ffetien voor  vervallen 25 dbber 1732 voor £18:15 st als 3
mede voor £46:15 t voor m op mijne £12000 banck actien
a 2  vervallen 25 maert 1733 ende sal sorge dragen het
noodigh te besorgen voor ue remise van £82: op 2 usos
a 35:4 ten laste pretro prosy & op sijn tijdt ue rekk: daer
vooren crediteren ut antwoorst ontrent mijne suytzee annuities
atwaghtende blijve naer seer tminscme groetanste
P.l. men seght datter a costij eene lotterye sal opgerecht worden
a £3:- det tot, gelieft voor mijne rek. daer inne te leggen, vijf loten",,75864,,,,,3480,912,2332,207,110,https://museumstichting.resourcespace.com/iiif/image/49616,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m2ngj
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0112,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0112.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=111&xywh=-1391%2C0%2C10494%2C4670,112,"ende de principaeltte saken, ontrent derintresten die dhier de lannoy
heeft laeten besitten aen sijn moeder soo van sijn vader groot vader
en moeder als van de tante gestorvenejonge dochter, mijn liefste
heeft de papieren doorsoght, & sien door de inventarissel der
revennen, soo van d'ien als d'ander dat het al hoogh bekoopt
& mischien voor sijn deel meerder soude beloopen als ont
pretentien wirdt hij gewaer dat wij noch souden moeten opleggen
soo sal hij sekerlijck niet accorderen, somt hij te cort, hij sal de
sijn soo trecken, dat hij het effen op sal trachten te crijgeen
& het sal ons gelt cotten, aen procureur & advocaten, soo dat wij
geschape staen, goedt gelt toe te geven, wij hebben al twee
mael met hem ue conferentie geweest, & worden genoch gewaer,
dat hij niets schicht te geven sonden my ten rechten gerale enn
dat hij de rek: van mombaerdge in alle sijne pointen laudeerie
& approbeerde, sonder iets voorders de minste pretentie te formeran
 sine rek: saldeorden p winst & verlies, & daer over eene
fransactie maechten, geloove voor ons het beste waere voor
mijn deel, ick soude daer door passeren & in gevalle ue oordeelt
van gelijcken van dit sentiment te sijn, gelieft mij ue ordre
6
te geven, sullen trachten op dien voedt te eeijndegen
mijn liefsie doet ue benevens mevrouw haere gieve suster
fisken myt heer ue broeder verscheren van haer respeet
twelck van mijnen cant mede gelieve te aggreeven, als mede
teen onte fillekens, die seer verlangen, om hier met hidn
cosyntien te spelen d'eere van u antwoordt afwaghtende 
blijve sin cetelijckx
Pl. ingesloten corije van sjne 3 plaeste retletie
hebbende op de voorige veltooninge gedaen dogh op dese weeten
wij niet te doen, soo gelijck hier vooren verwelt
us: ons altijdt seer aengename van 13 deser uij wel ontfanghen, daer bij
verstaen dat ut present tot brussel is & acerende oc de revisie v'an 
un heer secretaris goos tegens de familie &an dheeren vecquemand
oorders tot vrindelycke antwoorde hebbe d'eere Van ins: te seggen als
dat onse intentie is geweest van te profiteren van ue noodighe genaes
het geliefft te hebben, van het geschschap
gendt te comen met onse fislckens tins in retour te pretiteren van ue
mevrouw des.: liefste fissien  ende dat ten tijde van de ficantie tonden
huyse maer het ongeluck heeft gewils dat mijne liefste eene pijne
inde borst heeft gesregen gelijck sij noch eens gehadt heeft als sij
jange dochter was tgene haer present seer tn somodeert t evenwel
ingevalle sij somt te beteren, soo danigh dat sij haer op de reyse soude
connen oft derven begeven, sullen het geluons d'eere geven van 
uiiale te comen besoecken om te toonen hoe wij genegen sijn ue
vvo lderen
nevrouwe ur: liefste in alles te trachten te n & de oprechte
dogh ingevalle perthaer onmogelijck was, over e comen
bruntschap de onderhouden wat ibe langht t'affaires met den neere pentionaus 
us san sien uyt de leste memone waer van de conye ue toegesonden 
hebbe wat geschil datter resteert fanceste is over de nalaten tijdt 
van de goederen door de moeder van dhs lannoy beseten, & geloove niet
anders pretendeert want de andere voorgaende pointen sijn geglisteert
alsoo wij aen hem de bescheyden daer van getoont hebben wij hebben
hem sedert niet meer gesproken, maer in de laeste bij een camste
hebben genoech geremarqueert dat hij niets schickt te geven
val men eenige presentatie te doen ingevalle de casse in
aibiters handen soude moeten comen, soo gelieft soo goedt te sijn
van mede te brengen de partagie van de goideren die dh: lannoy
saliger gehadt hheeft niet sijne mede erfgcnamen, welcke partaqie
mij aen u6: ter hant gestelt gehadt hebben, vermits ue: de rijselsche
gederen gecosen hadde wij sullen de laske laeten berutten tegens
u overlouste, & dan mondeline resolveren om een eijnde te hebben
want het waer noch erget soo sult niett en geschiede in sijn leven",,75864,,,,,3303,3771,2224,190,111,https://museumstichting.resourcespace.com/iiif/image/49617,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mxwf3
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0113,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0113.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=112&xywh=-1391%2C0%2C10494%2C4670,113,"wij willen hopen dat ue den wille voor het effeet sal agreeren, &
met mevrouw afisken ons d'eere sal aendoen Van met de ficas
over te comen, & ul logement consen huyse te nemen, dat tgen
hoogelijck sullen estineren, sal ue bij tijde laeten weeten oft
lieffte capabel sal sijn over te comen, ofte niet",,75864,,,,,1217,1071,1678,176,112,https://museumstichting.resourcespace.com/iiif/image/49618,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mt4bx
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0114,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0114.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=113&xywh=-1391%2C0%2C10494%2C4670,114,"sal aen ue: voorders paert geven hoe het hier gestelt is &
wat belanght de affaires met den heere pensionaris van hessel
us can sien nyt de leste memoie, wan van de copye ck
toegesonden hebbe, wat geschil datter resteert t' meeste is
over de naelatentijote van de goederen door de moeder
van dh: Lannoy saliger beseten, & geloove niet anders
pretendert want de voorgaende ponten sijn geglistent
alsoo mij aen hem de bescheydens daer van betoont hebbe
wij hebben hem sedert niet meer gesprofsen maer in de 
leste bij een somtte hebben genoech gerematquert dat 
hij niets schicht te geven, veel mun eenige presentatie te
doen, ingevalle de sasie in arbrters handen souden moetem
comen, soo gelieft soo goedt te sijn van mede te brengen
de partagie van de goederen, die dhe lanmoy saliger, gedaen
heeft gehadt met sijne mede erfgenamen, welcke partagie
mij aen ue ter hant gestelt gehadt hebben, vermits ue: de
by elsch goederen geslosen hadde, wij sullen de salle
laten berutten, tegens ue oversomste, & dan mondeliue 
resolveren, om een eijnde te hebben want het waer noch
erger soo sulx niet geschiede in sijn leven. int schrijven
deres, comt men mij laten weten, dat dht londen is overleden
Joij quillet 1733
Lille monsr. vanderlaenen
J'ay receu celle qu'il vous at plut m'escrire le 7 courant p la 
quelle vous me marque de m'avoir envoye p le messagier un
pacquce des papiers de famile pour metote en mains des juris
consultes dicy, ayant l'honneur de vous dire pour responce qui
ie n'aime pas me meler des affaires de famile d'autray,
ce pour qu'oy vous auray la bonte, de m'excuser de vre comission
j'espere mons: que vous ne trouveray pas mauvais que vre
placquee des papiers restera entre les mains du porteur a 
qui vous pouvez vous advesser, & croire que ie suis tres
parfaittement",,75864,,,,,987,4051,637,219,113,https://museumstichting.resourcespace.com/iiif/image/49619,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mpc8r
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0115,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0115.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=114&xywh=-1391%2C0%2C10494%2C4670,115,"& de penningen daer at ontfanghen dien volgens versoecke 
van niet cayer uyt te stellen van gelt te brengen, & t schre
verwaghtende blijve naer groetenisse",,75864,,,,,948,455,1708,194,114,https://museumstichting.resourcespace.com/iiif/image/49620,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mjm6k
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0116,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0116.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=115&xywh=-1391%2C0%2C10494%2C4670,116,"& de penningen daer at ontfanghen dien volgens versoecke 
van niet langer uyt te stellen van gelt t brengen, & t sche
verwaghtende blijve naer groetenisse",,75864,,,,,955,416,1712,211,115,https://museumstichting.resourcespace.com/iiif/image/49621,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mdz0n
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0117,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0117.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=116&xywh=-1391%2C0%2C10494%2C4670,117,"te supporen door de selve wedue verstesien is geweest
n welcke redene den heere van swijndrecht hem naer
swijndrecht voors hem getransporteert heeft op 11 jusij
1739 & aldaer de weth vergadert vindende aen bergene
& schepene kennisse gegeven van de fraude de welcke 
hij presumeerde geschiedt te sijn ontrent den besten
pant hem competerende
daer op hij heere bij schriftelijcken last den getworen
officier in d'absentte van den Balline geordonneert
heeft met schepenen hem te transporteren ten huyte
van de voor wedue om haer andermack te vragen
waer het pruijmen bedde is dat tharen huyte gewest
is soo int leven, als naer de doodt van haeren
overleden men daer op sij in presentie van den voors
officier, greffier, & schepenen, geantwoordt heeft datt
het selve bedde eenen dagh voor de doodt van haeren
manne ofte eenen dagh daer naer door haet suster
ofte sujagerinne weght gehaelt was seggende tselve bedde
hae suster toebehoorende was
daet op den officier met de schepenen t haer huys
hebben gaen visiteren, ende op den older comende 
aldaer bevonden een pluymen bidde met pullem en
hebben het selve in gevolge den schriftelijcken last
van den heere gestransporteert ten huyse van den
heere pattor dat selve prochie om aldaer telckse ne
-
te blijven berutten
tis te noteren dat scheren d'acques de winter comie
9 Jan de provintie van blaenderen tot beveren reaiderend
comt te schrijven eenen brief aen deno heere pastor
ƒ
vant selve swijndrecht waer bij hij verclaest onder
presentatie Jan lolennelen hedt warachtigh te wesen
dat het selven bidde met den hoot prusines was 
Competerende aen Clisabethe de bruyn sutter van den
overleden pieter de bruyn, die het selve bedde met
hoeft penlinck aen haer broeder maer geleent en hadde
tot alderstont ey in staelt soude wesen van een
badde te connen coopen
tis te presumeren dat de selve Efisabith de bruyn oock
10
sal presenteren den bedt te doen, dat het selven bidde
haet noch is compiterende
11
Aueriter 
op N.3 oft de wedue volgens de rechten aldaer niet gedaen
eno heeft eenen valschen seot als hebbende te willen
franderen het bedde dat voor den besten pant soude
getrocken geweest hebben geconsidereent de voordere
redenen, bij het facture breder gededuceert
op N.4 op N.4. ofte den heere hem moet vergenoegen met
dens pandt door den officier getrocken, in gevolge
den bedt bij de wed: sgedan
& bij soo berre van neen ofte den heere niet en volstaet
met
van de provenne van den verkoghten justacorp
aen de wed:ter hant te stellen & het laeste
afgepande bet & peul, voort beste catteyt te behouden
ofte den keere niet en is gerecht geweest aengemerckt
den gepresumeerdene dole & fraude sijnen offecier met
schepenen te sinden naert sterfhuyse om de visitatie
& de afpandinge int factuen gerberdt te doen
oft den here van swijndrecht moet ofte gehanden is te
accepteren den gepresenteerden iedt van S. Jacques",,75864,,,,,3953,3954,1761,195,116,https://museumstichting.resourcespace.com/iiif/image/49622,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m95xg
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0118,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0118.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=117&xywh=-1391%2C0%2C10494%2C4670,118,"oockn
de winter ende die mischien sal gepresenteert worden
door de voor blisabette de bruyle
& moeten
en welcken gevalle oft sij oock niet en souden verclaere
sonder hede dat sij noynt cangen orderlingen contraet
van vertoopinge oft mangelinge ofte andersints met
elcanderen houden gedaen ofte gemaeckt hebben tsij
met woorden als andersintk direetelijck oft indireckelijck
6
principailste is te noteren, ofte sy glisabethe de bruyn 
niet gehouden en is geweest de beleeninge van naer
bedde & peulem te moeten aengeven ende te laeten
annoteren ten Coreffie van Lwijndrecht & aldaer onder
bede te comen verpaeren dat het selven bidde in
propricteydt haer was competerende ongelooft &on verkog
& daer van te doen doen de publicatien bij sterck gebode
in soo danige voor tallen gerequireert het welck
noynt geschiedt en is, & oft by faute dier het selve
bidde ende peul bij den nure van swijndrecht voor
het besten hooft ofte sateyl wel ende te rechte is
gere lameertt ende mege genomen",,75864,,,,,3981,2705,1230,188,117,https://museumstichting.resourcespace.com/iiif/image/49623,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m5dv9
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0121,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0121.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=120&xywh=-1391%2C0%2C10494%2C4670,121,"de str seorge & pionpas de str piere estant aussij egalise
& mon seignenr nre evescque ne doutant point que 
vous le trouveray a souhait, il nous est fort indifferent
a quoy il vous pourra servir, si c'est pour vous mavier
ou pour d'autres raisons, que vous me l'avez mande, ie 
vous coois asse lage pour ne pas vous e mesuser j'ay
payez de pattats dicy, pour les frais que vous pourriez
me faire restitider, p mons: pre frere de Lannoy de 
la ravere a Lille, madam melijn vous fait bien 
ses compliments. comme celuy qui le dit tres parfait.
mande moy la reception de cette a fin que ie puis
estre assure que vous avez reccu ma lettre",,75864,,,,,964,1666,1856,206,120,https://museumstichting.resourcespace.com/iiif/image/49626,fr,unreviewed,http://data.momu.be/ark:34546/m63xtm_m1ns4
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0123,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0123.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=122&xywh=-1391%2C0%2C10494%2C4670,123,"van tijet tot tijdt mij te adviseren wat ontrent allen het voors
sal sijn gepasseert daer bij ul oordeel ten regarde van de fonotsen
stelle alles in ue handen, & goede directie, mij vertrouwende myn
intrest sult waernemen, als eygen waer mede blijve",,75864,,,,,953,490,1914,204,122,https://museumstichting.resourcespace.com/iiif/image/49628,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mwwqp
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0124,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0124.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=123&xywh=-1391%2C0%2C10494%2C4670,124,"Rawall Men brthese Rebenso Thal S Darnel Cerarse
Gent
Meljn de wijndrechs of Antwern merchant do make
conslilule hand appoins John Ddwarces of London mer
chans miy treue and Lawfull Attorneiy for me in myname
end on my behalf, la conspact for Berchase an d Buy and
13 dake and acheps Afsigne menls or Fransfers as any lime
or limes of humself for Jany other verson Cor versone of an9
Spares or nleresso whafsoever, in the Capisaal new Joind
toch of Southela Annuilies, and to recuye and avre
rcceple for all dirikends now ave or that heretafler shall
glonm rrcce und payable for any my new fointssloct of
J oiun lea cHhneulies for the Sime being and to as all 
Laufull Aele requiville for esseeling of the remisses
Ritefying and confitmingb all thet my vaid elllame
shll. dofthereen bly serluyf here of  Bitncks where of
 hove hereunto Sett my hars seal in Antwerp
fercaudthe  December 1733: hewliles
d14
Signd Seledana Rellrereden Darel Gerardo Melijn
the Tresene of ue wo dditnesses
de swijndrecht Coegell
andre Rubry Tibliegt 
8
d
sutinge den selve blijve nae
th
B
P. Rotareg Rabley
wasndesterchht
Pedre Beut
2: auvray
S:P. Van Jonger soo not: pul",,75864,,,,,876,3609,899,193,123,https://museumstichting.resourcespace.com/iiif/image/49629,en,unreviewed,http://data.momu.be/ark:34546/m63xtm_ms4nh
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0125,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0125.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=124&xywh=-1391%2C0%2C10494%2C4670,125,"sal aen ue de retkeninge toe sende, om de txcresentie
op behoorelijckx satisffactie & securiteydt te consiguerie, den 
voors transport met het versoght content te gemoet siende 
ue retour afwaghtende, blijve met veel respect
B tot nme toe is aen mij noch geen schriftelijck velaet gegeven
door den dentwarder tot de sonsignatie van d'excresentie 
al hoe wel gevraeght",,75864,,,,,1968,917,749,167,124,https://museumstichting.resourcespace.com/iiif/image/49630,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mnckb
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0126,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0126.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=125&xywh=-1391%2C0%2C10494%2C4670,126,"gelde, wesen soude, & dat aen hem de nitto notitie seude laeten ter
hant t come derhulven, gelieve dese ingeslotene rekeninge
aen den selven heere raedt te dom behandigen, & te laeten seggen
dat soo haest de behooreljcke aete van de charge van madon
sal hebben, 'tgee den heere vandt mij gelooft heeft te besorgen
de consignatie aenstonts sal volgen & in afwaghtinge 
d'eere van ue  antwoordt ontient t'gene dier aengaende sal
passeren blijve met respect",,75864,,,,,966,997,1178,192,125,https://museumstichting.resourcespace.com/iiif/image/49631,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mhqcd
